SurveyItemPGPhoneCalibrationKey,SurveyItemKey,PatientDischargeStartDateKey,PatientDischargeEndDateKey,PGResponseScoreCalibrationFactor,PGTopBoxScoreCalibrationFactor,EDWSourceKey,EDWCreatedDateTime,EDWModifiedDateTime
1242,6610,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1243,6621,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1244,6632,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1245,6643,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1246,6654,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1247,6665,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1248,6666,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1249,6677,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1250,6699,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1251,6710,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1252,6721,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1253,6732,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1254,6743,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1255,6754,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1256,6765,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1257,6776,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1258,6799,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1259,6887,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1260,6998,19000101,20991231,-3.84525,-0.07215,4,30:51.0,45:05.4
1261,6999,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1262,7022,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1263,7033,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1264,7044,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1265,7055,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1266,7066,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1267,7077,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1268,7088,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1269,7099,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1270,7110,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1271,7111,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1272,7155,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1273,7166,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1274,7177,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1275,7199,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1276,7207,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1277,7218,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1278,7219,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1279,7230,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1280,7241,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1281,7252,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1282,7263,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1283,7318,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1284,7329,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1285,7330,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1286,7341,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1287,7363,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1288,7374,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1289,7385,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1290,7429,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1291,7440,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1292,7441,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1293,7452,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1294,7463,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1295,7474,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1296,7485,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1297,7496,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1298,7507,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1299,7518,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1300,7551,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1301,7583,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1302,7594,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1303,7596,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1304,7597,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1305,7598,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1306,7599,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1307,7600,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1308,7601,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1309,7602,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1310,7603,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1311,7604,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1312,7605,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1313,7607,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1314,7608,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1315,7609,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1316,7610,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1317,7611,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1318,7612,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1319,7613,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1320,7614,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1321,7615,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1322,7616,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1323,7618,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1324,7619,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1325,7620,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1326,7623,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1327,7624,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1328,7625,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1329,7627,19000101,20991231,-2.42385,-0.05249,4,30:51.0,45:05.4
1330,7628,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1331,7632,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1332,7633,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1333,7634,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1334,7635,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1335,7636,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1336,7637,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1337,7638,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1338,7639,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1339,7640,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1340,7641,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1341,7642,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1342,7643,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1343,7644,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1344,7645,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1345,7646,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1346,7647,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1347,7650,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1348,7652,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1349,7653,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1350,7654,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1351,7655,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1352,7656,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1353,7657,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1354,7658,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1355,7659,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1356,7661,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1357,7664,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1358,7665,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1359,7668,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1360,7669,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1361,7670,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1362,7671,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1363,7672,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1364,7673,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1365,7674,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1366,7675,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1367,7676,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1368,7679,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1369,7680,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1370,7683,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1371,7688,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1372,7689,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1373,7690,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1374,7691,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1375,7692,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1376,7694,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1377,7696,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1378,7697,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1379,7698,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1380,7699,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1381,7700,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1382,7703,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1383,7705,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1384,7709,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1385,7710,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1386,7711,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1387,7712,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1388,7713,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1389,7715,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1390,7716,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1391,7717,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1392,7718,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1393,7719,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1394,7722,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1395,7724,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1396,7725,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1397,7726,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1398,7727,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1399,7728,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1400,7729,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1401,7730,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1402,7731,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1403,7738,19000101,20991231,-3.69265,-0.0592,4,30:51.0,45:05.4
1404,7739,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1405,7743,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1406,7746,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1407,7747,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1408,7748,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1409,7750,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1410,7754,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1411,7755,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1412,7756,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1413,7757,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1414,7758,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1415,7759,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1416,7760,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1417,7761,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1418,7762,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1419,7763,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1420,7764,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1421,7765,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1422,7766,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1423,7767,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1424,7768,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1425,7769,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1426,7770,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1427,7771,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1428,7772,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1429,7773,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1430,7774,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1431,7775,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1432,7776,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1433,7777,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1434,7778,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1435,7779,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1436,7780,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1437,7781,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1438,7782,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1439,7783,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1440,7784,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1441,7785,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1442,7786,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1443,7787,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1444,7788,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1445,7793,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1446,7795,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1447,7797,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1448,7798,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1449,7799,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1450,7800,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1451,7801,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1452,7802,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1453,7804,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1454,7805,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1455,7806,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1456,7807,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1457,7808,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1458,7810,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1459,7811,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1460,7812,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1461,7814,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1462,7815,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1463,7816,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1464,7817,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1465,7818,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1466,7819,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1467,7820,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1468,7821,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1469,7822,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1470,7823,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1471,7824,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1472,7825,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1473,7827,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1474,7830,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1475,7831,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1476,7832,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1477,7833,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1478,7834,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1479,7835,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1480,7838,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1481,7845,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1482,7846,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1483,7849,19000101,20991231,-2.87386,-0.04764,4,30:51.0,45:05.4
1484,7850,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1485,7851,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1486,7852,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1487,7853,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1488,7854,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1489,7855,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1490,7856,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1491,7857,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1492,7858,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1493,7859,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1494,7860,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1495,7861,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1496,7862,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1497,7863,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1498,7864,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1499,7865,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1500,7866,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1501,7867,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1502,7868,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1503,7869,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1504,7870,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1505,7871,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1506,7872,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1507,7873,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1508,7874,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1509,7875,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1510,7876,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1511,7877,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1512,7878,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1513,7879,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1514,7880,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1515,7882,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1516,7883,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1517,7886,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1518,7887,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1519,7888,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1520,7890,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1521,7891,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1522,7892,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1523,7893,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1524,7894,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1525,7895,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1526,7897,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1527,7898,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1528,7899,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1529,7900,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1530,7901,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1531,7902,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1532,7904,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1533,7905,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1534,7909,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1535,7912,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1536,7913,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1537,7915,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1538,7916,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1539,7917,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1540,7918,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1541,7920,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1542,7921,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1543,7923,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1544,7924,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1545,7925,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1546,7926,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1547,7927,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1548,7929,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1549,7930,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1550,7931,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1551,7932,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1552,7933,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1553,7934,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1554,7935,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1555,7936,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1556,7937,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1557,7938,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1558,7944,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1559,7945,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1560,7949,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1561,7956,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1562,7957,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1563,7958,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1564,7961,19000101,20991231,-3.86938,-0.06172,4,30:51.0,45:05.4
1565,7962,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1566,7965,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1567,7966,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1568,7967,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1569,7968,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1570,7969,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1571,7970,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1572,7973,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1573,7978,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1574,7979,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1575,7980,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1576,7981,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1577,7982,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1578,7983,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1579,7984,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1580,7985,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1581,7986,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1582,7987,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1583,7989,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1584,7990,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1585,7991,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1586,7992,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
1587,7993,19000101,20991231,-2.24909,-0.03312,4,30:51.0,30:51.0
